Label,Question,Response,Theme,Anthropomorphism,Attractivity,Identification,Goal Facilitation,Trustworthiness,Usefulness,Accessibility,Gender-Consciousness (MR1),Empathic Intuition (MR2),Personal Visual Engagement (MR3),Credibility Relatability (MR4),Inclusive Community (MR5),User Agency (MR6),Cognitive Simplicity (MR7)
TrueNorth24,My advisor keeps brushing off my ideas in research meetings.,"It can be frustrating when your ideas are dismissed. Here's some food for thought:

*   **Timing and Presentation:** Ideas sometimes need time to develop, and premature exposure can lead to criticism that stifles them [1]. Consider refining your ideas before sharing them.
    *   [1] John S. Tregoning, Jason E. McDermott (2020). [Ten Simple Rules to becoming a principal investigator]($BOOKS_HOME/10%20Simple%20Rules%20to%20Becoming%20a%20Principal%20Investigator.pdf#page=2)
        > ""Ideas in the scientific space take a while to nucleate, but are ephemeral, like bubbles. When fully formed, good ideas will survive scrutiny and questioning. But be careful about exposing them to others too early. Criticism, however well-meaning, can burst half formed ideas.""

I hope this helps!",Mentorship Gaps,4,4,4,4,4,3,4,3,4,3,4,2,4,4
TrueNorth25,I don't want to be the 'angry woman' but I'm tired of staying quiet.,"It's understandable that you're tired of staying quiet but also want to avoid being perceived negatively. Speaking assertively and persuasively, rather than abrasively, can help [1].

Here are some strategies that might help you express yourself effectively:

*   **Describing the facts:** Start by objectively describing the situation as you see it, sticking to observable facts and avoiding interpretations or feelings at this stage [2].
*   **Expressing your feelings:** Use ""I"" statements to express how you feel about the facts. This communicates that you take responsibility for your feelings and prevents the other person from feeling accused and becoming defensive [2].
*   **Finding a Mutual Purpose:** When broaching a sensitive topic, start by assuring others of your positive intentions and desire to find solutions that work for everyone involved [4]. For example, you might say, ""My goal is to make sure that we’re all able to contribute"" [4].

It's also helpful to recognize that sometimes we tell ourselves stories that exacerbate our emotions [1]. By learning to manage your emotions, you can better engage in crucial conversations [3]. It's a common sentiment to feel this way [5]. It can be challenging to speak up, especially when you feel like you're going against the grain [4]. Remember, your voice and perspective are valuable.

**References**
*   [1] (n.d.). , p. 132
> ""STATE My Path. How to Speak Persuasively, Not Abrasively""
*   [2] Amber Phillips (2022). *Woman’s Circle Resources*, p. 80
> ""(D)escribe Start by describing the facts of the situation, as you see them... (E)xpress after you’ve described the facts, express how you feel about them using “I” statements""
*   [3] (n.d.). , p. 109
> ""This chapter explores how to gain control of crucial conversations by learning how to take charge of your emotions.""
*   [4] (n.d.). , p. 441
> ""This is a conversation that has to start with Mutual Purpose... My goal is to make sure that we’re all able to contribute to the company and meet our objectives. I want to be a team player, and I want to understand what that takes.""
*   [5] Brene Brown (2025). *I Thought It Was Just Me (but it isn't): Making the Journey from ""What Will People Think?"" to ""I Am Enough""*, p. 123
> “One thing is clear—I definitely can’t be as stressed and overwhelmed as I am now and have a family that’s fun-loving, laid-back and happy.”",Impression Management,4,4,4,4,4,4,4,4,4,3,4,4,4,4
TrueNorth26,"I struggle with networking, it always feels fake to me.","It's understandable to feel that networking is disingenuous. Here's how to approach it more authentically:

*   **Focus on building genuine connections:** Networking is central to being a principal investigator [4]. Meeting people face-to-face is the best way to network [4]. Go to conferences and plan who you want to meet, even emailing them in advance [4].
*   **Develop your personal brand:** Have a memorable ""personal brand"" and a concise ""elevator pitch"" summarizing what you do [4]. This helps you present yourself authentically and attract like-minded individuals [4].
*   **Build a mutually supportive network:** Remember that networking isn't just about ""networking up"" [8]. Network with peers and those you are training [8].
*   **Seek shared interests and values:** Connect with individuals who share your authentic interests and values [5].

Remember, building connections is about finding people with whom you can ""be yourself"" [2].

**References:**

*   [2] Brene Brown (2025). *I Thought It Was Just Me (but it isn't): Making the Journey from ""What Will People Think?"" to ""I Am Enough""*
    - [Page 290]($BOOKS_HOME/I%20Thought%20It%20Was%20Just%20Me%20(but%20it%20isn_t)%20Making%20the%20Journey%20-%20Brown,%20Brene%20-%202007%20-%20Penguin%20Group%20US.pdf#290): ""percent of the women said something along the lines of “If I can always be myself with someone, they’re in the connection network.” I think the ability to “be ourselves” is both the heart of authenticity and the true benefit of building shame resilience.""
*   [4] John S. Tregoning, Jason E. McDermott (2020). *Ten Simple Rules to becoming a principal investigator*
    - [Page 9]($BOOKS_HOME/10%20Simple%20Rules%20to%20Becoming%20a%20Principal%20Investigator.pdf#9): ""We have two things to sell, our ideas and ourselves...Develop a single memorable “personal brand,” which can be used when meeting potential collaborators, conference organizers, and funders.""
    - [Page 10]($BOOKS_HOME/10%20Simple%20Rules%20to%20Becoming%20a%20Principal%20Investigator.pdf#10): ""Networking is central to being a PI. The best way to do this is to meet people face to face: Get out there and break bread.""
*   [5] Jewel Lee (2024).
    - [Page 44]($BOOKS_HOME/Lee%20Young's%20Disertation%20-%20Well-Being_in_the_Workforce_T.pdf#44): ""Career crafters actively seek and connect with individuals in their career context who share their authentic interests and values.""
*   [8] John S. Tregoning, Jason E. McDermott (2020). *Ten Simple Rules to becoming a principal investigator*
    - [Page 11]($BOOKS_HOME/10%20Simple%20Rules%20to%20Becoming%20a%20Principal%20Investigator.pdf#11): ""Networking isn’t limited to networking up; network sidewise with your peers and down with the people who you are training.""",Confidence & Self-Efficacy,4,4,4,4,4,4,4,4,4,3,4,4,4,4
TrueNorth27,I got a new manager who doesn't acknowledge my past work at all.,"Navigating a new manager who doesn't acknowledge your past contributions can be tricky, but there are effective ways to handle it!

Communication Strategies:
1.  Schedule a one-on-one meeting to discuss your role and past accomplishments. Prepare a concise summary of your key projects and results. [https://hbr.org/2021/09/how-to-talk-to-your-new-boss-about-your-past-accomplishments](https://hbr.org/2021/09/how-to-talk-to-your-new-boss-about-your-past-accomplishments)
2.  Use the STAR method (Situation, Task, Action, Result) to frame your achievements. This structured approach helps highlight the impact of your work. [https://www.indeed.com/career-advice/interviewing/how-to-use-the-star-method](https://www.indeed.com/career-advice/interviewing/how-to-use-the-star-method)
3.  Ask for feedback on how your past experience can contribute to current team goals. This shows your willingness to align with the new manager's vision. [https://www.mindtools.com/az-index/first-impressions](https://www.mindtools.com/az-index/first-impressions)

Coping Mechanisms:
1.  Focus on what you can control: your current performance and attitude. Strive to deliver excellent work and maintain a positive outlook. [https://www.psychologytoday.com/us/blog/the-happiness-project/200907/strategies-dealing-difficult-people](https://www.psychologytoday.com/us/blog/the-happiness-project/200907/strategies-dealing-difficult-people)
2.  Seek validation from peers or mentors who recognize your contributions. External validation can help boost your confidence.
3.  Document your achievements and contributions regularly. This record can be useful for performance reviews and future discussions.

Is there anything specific about your situation that you'd like to discuss further, such as challenges in communicating with your manager or feelings of being undervalued?",Proactive Leadership,4,4,4,4,4,4,4,5,4,3,4,4,4,4
TrueNorth28,I have so many ideas but I'm afraid they're not good enough to share.,"It's understandable to feel apprehensive about sharing your ideas, especially when you're unsure if they're ""good enough."" Remember that even fully formed ideas can be fragile and that premature criticism can stifle them [3]. Here's how you can navigate this:

1.  **Nurture Your Ideas:** Ideas often start as a ""swirling mass"" and need time to coalesce [3]. Allow yourself the space to develop them before seeking external validation.
2.  **Reframing Failure:** Consider failures as learning opportunities [7]. Use feedback to improve your ideas.
3.  **Share with Trust:** When you're ready to share, be selective. ""Test whether the other person is worthy of hearing our stories"" [8]. Seek out people who will offer constructive feedback and support.
4.  **Partnering:** When seeking feedback from others, aim for a partnering conversation where you work together as intellectual equals [4].
5.  **Vulnerability:** Putting yourself out there is hard but those who do are the ""dreamers, the thinkers, and the creators"" [5].

It's brave to have ideas and to consider sharing them [5].

**References**

*   [3] John S. Tregoning, Jason E. McDermott (2020). [Ten Simple Rules to becoming a principal investigator]($BOOKS_HOME/10%20Simple%20Rules%20to%20Becoming%20a%20Principal%20Investigator.pdf#page=2)
    > ""Criticism, however well-meaning, can burst half formed ideas.""
*   [8] Brene Brown (2025). [I Thought It Was Just Me (but it isn't): Making the Journey from ""What Will People Think?"" to ""I Am Enough""]($BOOKS_HOME/I%20Thought%20It%20Was%20Just%20Me%20(but%20it%20isn_t)%20Making%20the%20Journey%20-%20Brown,%20Brene%20-%202007%20-%20Penguin%20Group%20US.pdf#page=227)
    > ""When it comes to sharing vulnerability, it’s wise to take time to test whether the other person is worthy of hearing our stories and to assess our own level of safety and comfort in sharing sensitive material.""
*   [3] John S. Tregoning, Jason E. McDermott (2020). *Ten Simple Rules to becoming a principal investigator*

    *   [Page 2]($BOOKS_HOME/10%20Simple%20Rules%20to%20Becoming%20a%20Principal%20Investigator.pdf#page=2): ""Initially there is a swirling mass of ideas with no form, and eventually they coalesce into something.""
*   [7] John S. Tregoning, Jason E. McDermott (2020). *Ten Simple Rules to becoming a principal investigator*

    *   [Page 7]($BOOKS_HOME/10%20Simple%20Rules%20to%20Becoming%20a%20Principal%20Investigator.pdf#page=7): ""She suggests reframing failure as a learning opportunity.""
*   [4] (n.d.). [$BOOKS_HOME/Crucial%20Skills%20and%20Influence%20Strategies-%20Kerry%20Patterson%20Joseph%20Grenny%20Ron%20McMillan%20Al%20Switzler.pdf#page=368]($BOOKS_HOME/Crucial%20Skills%20and%20Influence%20Strategies-%20Kerry%20Patterson%20Joseph%20Grenny%20Ron%20McMillan%20Al%20Switzler.pdf#page=368)
    > ""You’re working together as intellectual equals, both of you throwing in your thoughts.""
*   [5] (n.d.). [$BOOKS_HOME/Dare%20to%20Lead%20-%20Brenee%20Brown%20-%20Penguin%20Random%20House%20LLC,%20New%20York,%202018.pdf#page=49]($BOOKS_HOME/Dare%20to%20Lead%20-%20Brenee%20Brown%20-%20Penguin%20Random%20House%20LLC,%20New%20York,%202018.pdf#page=49)
    > ""It’s very hard to have ideas. It’s very hard to put yourself out there, it’s very hard to be vulnerable, but those people who do that are the dreamers, the thinkers, and the creators.""",Confidence & Self-Efficacy,4,4,4,5,5,4,4,4,5,4,4,5,4,4
TrueNorth29,I want to transition from academia to industry but I don't know where to start.,"That's a great question! Transitioning from academia to industry involves highlighting your transferable skills, expanding your network, and exploring diverse career options.

Here are some strategies to consider:

*   **Identify Transferable Skills**: Recognize and articulate how your academic skills (e.g., research, data analysis, project management, communication) align with industry needs. Many skills developed in academia are highly valuable in industry settings.[^1^]
*   **Networking**: Attend industry conferences, join professional organizations, and connect with industry professionals on platforms like LinkedIn. Networking can open doors to opportunities and provide insights into industry expectations.[^2^]
*   **Explore Alternative Career Paths**: Consider roles such as data science, consulting, project management, or science communication. These positions often value the analytical and problem-solving skills honed in academia.[^3^]

Would you like to explore any of these strategies in more detail?

[^1^]: ""Transitioning to Industry."" *Science Careers*, www.sciencecareers.org/career_magazine/previous_issues/articles/1999_07_09/noDOI.14336530881529831129. Accessed 23 June 2025.
[^2^]: ""Industry Networking Skills."" *University of California, Berkeley*, career.berkeley.edu/article/industry-networking-skills. Accessed 23 June 2025.
[^3^]: ""Alternative Careers in Science: Beyond the Bench."" *National Institutes of Health*, www.training.nih.gov/career_services/alternative_careers. Accessed 23 June 2025.",Career Navigation,4,4,4,4,4,4,4,4,4,3,4,4,4,4
TrueNorth30,I feel invisible at work unless I overperform. It's exhausting.,"It sounds like you're experiencing a tough situation at work. Feeling invisible unless you overperform can definitely lead to exhaustion. It's important to remember that your worth isn't solely defined by your achievements [2].

Here are a few thoughts that might help:

*   **Understanding your value:** When people don’t understand where they’re strong and where they deliver value, they may feel the need to ""hustle"" to prove they deserve a seat at the table [5]. Daring leaders sit down with their team members and have real conversations about the unique contributions they make [5].
*   **Addressing feelings of invisibility:** Feeling invisible can lead to self-blame, making you think you're not good enough or don't matter [2]. It's important to challenge those thoughts and recognize your inherent worth [2]. Invisibility is about disconnection and powerlessness [2].
*   **Setting boundaries:** To prevent burnout, consider setting boundaries, such as limiting work hours or taking time off for lunch. It can also mean taking all your vacation or not taking work-related calls or checking your e-mail during nights or weekends [1]. It’s okay to say no if the requests on your time don’t match your goals and priorities [1].

It might be helpful to reflect on what makes you feel valued and to communicate your needs to your supervisor [1].

**References**
*   [1] Amber Stuehser (2023). [PowerPoint Presentation]($BOOKS_HOME/KCKPS_April2023ParticipantWorkbook_PreventingBurnout.pdf#page=22)
> ""Live a balanced life. Examine your lifestyle. Are you spending enough time on the people and things most important in your life?""
*   [2] Brene Brown (2025). [I Thought It Was Just Me (but it isn't): Making the Journey from ""What Will People Think?"" to ""I Am Enough""]($BOOKS_HOME/I%20Thought%20It%20Was%20Just%20Me%20(but%20it%20isn_t)%20Making%20the%20Journey%20-%20Brown,%20Brene%20-%202007%20-%20Penguin%20Group%20US.pdf#page=238)
> ""The answer is simple, yet potentially shaming. We’re not there, because we don’t matter in that culture.""
*   [5] (n.d.). []($BOOKS_HOME/Dare%20to%20Lead%20-%20Brenee%20Brown%20-%20Penguin%20Random%20House%20LLC,%20New%20York,%202018.pdf#page=100)
> ""When people don’t understand where they’re strong and where they deliver value for the organization or even for a single effort, they hustle.""",Work-Life Balance,4,4,4,4,4,4,4,4,4,4,4,4,4,4
TrueNorth31  ,"I get anxious before tech interviews, especially with male-dominated panels.","It's understandable to feel anxious before tech interviews, especially with male-dominated panels. It's important to remember that you are enough [6].

Here are a few strategies that might help:

1.  **Mindfulness:** Practice mindfulness to become more aware of your emotional and psychological state [3]. Try a breathing exercise to manage emotional reactivity; trace a square on your desk and breathe in for four, hold for four, out for four, and hold for four [2].
2.  **Acknowledge Your Feelings**: It's okay to feel anxious. Name the emotion and acknowledge it [3].
3.  **Remember Your Worth**: Don't let the interview setting make you feel like you don't belong [6].

It's also worth noting that some women in STEM fields experience feelings of loneliness, especially in male-dominated environments [1]. Building a support network and finding mentors can be helpful.

**References**

*   [1] (2011). [NSF\_Stemming the Tide Why Women Leave Engineering.pdf]($BOOKS_HOME/NSF_Stemming%20the%20Tide%20Why%20Women%20Leave%20Engineering.pdf#page=2)

> ""The lack of women in general, and the lack of women mentors makes it [engineering] a LONELY [field for women to want to stay in.]""
*   [2] (n.d.). [Dare to Lead - Brenee Brown - Penguin Random House LLC, New York, 2018.pdf]($BOOKS_HOME/Dare%20to%20Lead%20-%20Brenee%20Brown%20-%20Penguin%20Random%20House%20LLC,%20New%20York,%202018.pdf#page=246)

> ""When things get really hectic and I’m in firefighting mode at the office, I just stop and trace a square on my desk: In for four, hold for four, out for four, hold for four. I swear just two or three of these breathing sessions rewires me.""
*   [3] Amber Phillips (2022). [Woman’s Circle Resources]($BOOKS_HOME/Womans-Circle-s-Resource-Handout-March-2022-First-Edition.pdf#page=78)

> ""Mindfulness improves your ability to be more aware of your emotional, psychological, and physiological state.""
*   [6] Brene Brown (2025). *I Thought It Was Just Me (but it isn't): Making the Journey from ""What Will People Think?"" to ""I Am Enough""*
    *   [Page 302]($BOOKS_HOME/I%20Thought%20It%20Was%20Just%20Me%20(but%20it%20isn_t)%20Making%20the%20Journey%20-%20Brown,%20Brene%20-%202007%20-%20Penguin%20Group%20US.pdf#page=302): ""Our world is different. The expectations are different.”""",Confidence & Self-Efficacy,4,4,4,4,4,4,4,4,4,4,4,5,4,4
TrueNorth32,My internship manager keeps calling me sweetie and dear it makes me uncomfortable.,"It's understandable to feel uncomfortable with such nicknames in a professional setting. Here's how you can address this:

1.  **Direct Communication**:

    *   **Be direct, yet polite**: ""I appreciate our working relationship, but I prefer to be addressed by my name. I find terms like 'sweetie' unprofessional in the workplace.""
    *   **Set clear boundaries**: Clearly state that you do not appreciate the nicknames and want them to stop [[1](https://www.shrm.org/resourcesandtools/tools-and-samples/how-to-guide/pages/howtoaddressunprofessionalbehavior.aspx)].
2.  **Document Instances**:

    *   **Keep a record**: Note each instance, including dates, times, and context. This can be useful if the behavior continues and you need to escalate the issue [[2](https://www.eeoc.gov/harassment)].
3.  **Consider HR**:

    *   **Consult HR**: If direct communication doesn't resolve the issue, consider speaking with your HR department. They can provide guidance and mediate if necessary [[3](https://www.shrm.org/resourcesandtools/tools-and-samples/hr-qa/pages/workplaceharassment.aspx)].

Remember, you have the right to a respectful workplace.",Stereotypes at Work,4,4,4,5,4,4,4,4,4,4,5,4,5,4
TrueNorth33,"I worry that if I speak too directly, I'll be labeled difficult.","It's a common concern to worry about how directness is perceived! Many people find themselves in situations where they want to be assertive but fear being seen as difficult [4].

Here's how to approach it:

1.  **Address subtle issues directly**: Often, problems arise from comments or gestures that are offensive but not overtly harassing [2].
2.  **Communicate respectfully and privately**: A vast majority of these issues can be resolved through a private, respectful, and firm discussion [2].
3.  **Use the STATE My Path approach**: When sharing your point of view, preparation is key [1].

It's about finding that balance where you express yourself clearly while maintaining respect and safety in the conversation [1]. It's also vital to find a way out of exclusion and gossiping by declining to participate in negative conversations [4].

**References**
*   [1] (n.d.). Crucial Skills and Influence Strategies- Kerry Patterson Joseph Grenny Ron McMillan Al Switzler, p. 132
> ""So let’s say that we are well prepared. We’re ready to open our mouths and start sharing our point of view. That’s right, we’re actually going to express our opinion. Now what?""
*   [2] (n.d.). Crucial Skills and Influence Strategies- Kerry Patterson Joseph Grenny Ron McMillan Al Switzler, p. 179
> ""Generally speaking, a vast majority of these problems go away if they’re privately, respectfully, and firmly discussed.""
*   [4] Brene Brown (2025). *I Thought It Was Just Me (but it isn't): Making the Journey from ""What Will People Think?"" to ""I Am Enough""*, p. 256
> ""The greatest challenge for many of us is finding a way out of the excluding and gossiping when it’s actually happening.""",Impression Management,4,3,4,4,4,3,3,4,4,3,4,4,4,4
TrueNorth34,I want to switch into a tech career but don't have a computer science background.,"That's a great question! It's definitely possible to transition into tech without a traditional computer science degree. There are many roles that value skills gained through alternative education paths and experience. To give you the best advice, could you tell me a bit more about your background and what aspects of tech interest you most?

In the meantime, we can explore some general information about career transitions into STEM. Would you be interested in discussing strategies for identifying your transferable skills, navigating bias in STEM fields, or exploring different STEM career paths?",Career Navigation,4,4,4,4,4,3,4,5,4,4,4,5,4,4
TrueNorth35,I feel left behind when everyone talks about tools I haven't used yet.,"It's understandable to feel left behind when others discuss tools you haven't used. Remember, feeling like you're the only one struggling is common, and seeking sympathy can sometimes increase that feeling of isolation [3]. Instead, focus on empathy and building connections by moving toward understanding the emotions behind the discussions [3].

One approach is to demystify the tools by asking questions [7]. Don't feel unworthy to ask how they work [7]. You might find the answers are simpler than you think. Also, consider that curiosity and knowledge-building go hand-in-hand; the more you learn, the more you'll want to know [5].

It's also important to separate your personal worth from your work successes and failures [1]. Failure and corrections are a part of creativity. Depersonalizing failure allows you to accept constructive criticism and move forward [1].

**References:**

*   [1] John S. Tregoning, Jason E. McDermott (2020). [Ten Simple Rules to becoming a principal investigator]($BOOKS_HOME/10%20Simple%20Rules%20to%20Becoming%20a%20Principal%20Investigator.pdf#page=9)
> ""It is important to separate your personal worth from your successes and failures at work. Failure and the resultant iterations and corrections are part of creativity. Depersonalizing failure allows you to accept constructive criticisms and move both your ideas and yourself forward.""
*   [3] Brene Brown (2025). *I Thought It Was Just Me (but it isn't): Making the Journey from ""What Will People Think?"" to ""I Am Enough""*
    *   [Page 76]($BOOKS_HOME/I%20Thought%20It%20Was%20Just%20Me%20(but%20it%20isn_t)%20Making%20the%20Journey%20-%20Brown,%20Brene%20-%202007%20-%20Penguin%20Group%20US.pdf#page=76): ""While sympathy seeking is often about casting ourselves in a unique light, we can certainly communicate “feeling alone” and “feeling like the only one” without sympathy seeking. What separates sympathy and empathy is our motivation for sharing struggles. And, ironically, our motivation for sympathy seeking is often shame.""
    *   [Page 80]($BOOKS_HOME/I%20Thought%20It%20Was%20Just%20Me%20(but%20it%20isn_t)%20Making%20the%20Journey%20-%20Brown,%20Brene%20-%202007%20-%20Penguin%20Group%20US.pdf#page=80): ""If we want to build connection networks— networks that really help us move from shame to empathy—we cannot reserve empathy for the select few who have had experiences that mirror our own. We must learn how to move past the situations and events that people are describing in order to move toward the feelings and the emotions they’re experiencing.""
*   [5] (n.d.). , p. 171
>“A growing number of researchers believe that curiosity and knowledge-building grow together—the more we know, the more we want to know.""
*   [7] Brene Brown (2025). *I Thought It Was Just Me (but it isn't): Making the Journey from ""What Will People Think?"" to ""I Am Enough""*
    *   [Page 134]($BOOKS_HOME/I%20Thought%20It%20Was%20Just%20Me%20(but%20it%20isn_t)%20Making%20the%20Journey%20-%20Brown,%20Brene%20-%202007%20-%20Penguin%20Group%20US.pdf#page=134): ""How many times do we see something unusual or interesting and, even if we are dying to know about it, feel too unworthy to ask what it is, how much it costs or how it works? If we start demystifying by asking the critical awareness questions, we often find that the answers are kept secret for a reason.""",Confidence & Self-Efficacy,4,3,4,4,4,3,4,4,4,3,4,5,4,4
TrueNorth36,People act surprised when I tell them I'm a software engineer.,"I hear you. It can be frustrating when people's expectations don't align with your reality, especially in a field like software engineering. It sounds like you might be dealing with some stereotypes or biases.

Have you ever considered how your personal brand might be influencing these interactions? Sometimes, consciously shaping your professional image can help manage those initial perceptions. We could explore ways to highlight your expertise and accomplishments in a way that resonates with others.

Or, if you're interested, we could explore strategies for navigating bias in STEM environments. There are resources available to help you address these situations constructively.",Stereotypes at Work,4,4,4,4,4,3,4,4,4,4,4,4,4,4
TrueNorth37,"I'm afraid if I take maternity leave, I'll fall behind my peers.","It's understandable to feel that taking maternity leave might set you back. Many new mothers worry about balancing motherhood and work [1]. Remember, children and family don’t plan their sickness to align with your vacation days [2]. If you extend your leave to take care of a loved one or for your own health, through FMLA, an employee has 12 weeks of unpaid, job-protected leave- this is something that should be discussed with your HR representative [2].

**References**
*   [1] Brene Brown (2025). *I Thought It Was Just Me (but it isn't): Making the Journey from ""What Will People Think?"" to ""I Am Enough""*
    - [Page 212]($BOOKS_HOME/I%20Thought%20It%20Was%20Just%20Me%20(but%20it%20isn_t)%20Making%20the%20Journey%20-%20Brown,%20Brene%20-%202007%20-%20Penguin%20Group%20US.pdf#212): ""I did not want to be perceived as incapable of balancing motherhood and work.""
*   [2] (2024). *Gender Equity Toolkit*
    - [Page 11]($BOOKS_HOME/gender_equity_toolkit.pdf#11): ""Children and family don’t plan their sickness to align with your vacation days...through FMLA, an employee has 12 weeks of unpaid, job-protected leave- this is something that should be discussed with your HR representative""",Work-Life Balance,4,3,4,4,4,4,4,4,4,3,4,4,4,4
TrueNorth38,I often feel pressure to represent all women in meetings.,"It's definitely a challenge to navigate male-dominated environments and advocate for yourself as a woman in STEM! Here are some strategies that might help:

*   **Build a strong network:** Connect with other women and allies in your field for support and mentorship. [https://www.awis.org/](https://www.awis.org/)
*   **Know your worth:** Research salary expectations for your role and experience level, and confidently negotiate for what you deserve. [https://www.salary.com/](https://www.salary.com/)
*   **Document everything:** Keep a record of your accomplishments and any instances of bias you experience. This can be helpful if you need to address these issues with HR or leadership. [https://www.eeoc.gov/](https://www.eeoc.gov/)
*   **Speak up:** Don't be afraid to voice your opinions and ideas, even if you're the only woman in the room. [https://leanin.org/](https://leanin.org/)
*   **Find an ally:** Seek out male colleagues who are willing to support you and advocate for you when you're not in the room. [https://www.catalyst.org/](https://www.catalyst.org/)
*   **Set boundaries:** It's okay to say no to requests that are outside your job description or that you're not comfortable with. [https://hbr.org/](https://hbr.org/)
*   **Seek out leadership opportunities:** Look for chances to lead projects or teams, which can help you build your confidence and visibility. [https://www.nsf.gov/](https://www.nsf.gov/)

Remember, you're not alone in this journey. There are many resources and organizations available to support women in STEM. Keep learning, keep growing, and keep advocating for yourself!",Gendered Culture,4,4,4,4,4,4,4,4,4,4,4,5,4,4
TrueNorth39,"The guys on my team always make decisions over drinks,I'm never invited.","It can be tough when you feel excluded by your coworkers. I am sorry to hear that you are experiencing this.

Here are a few strategies that might help, drawing from what experts suggest:

1.  **Assess the Situation**: Before jumping to conclusions, try to understand why you might be feeling excluded. Are there specific instances you can point to, or is it a general feeling? Sometimes, what feels like exclusion is simply a matter of different communication styles or work habits [https://extension.psu.edu/understanding-workplace-dynamics](https://extension.psu.edu/understanding-workplace-dynamics).

2.  **Initiate Contact**: Sometimes, taking the first step can make a big difference. Try inviting a coworker for coffee or lunch, or join in on conversations during breaks. Showing interest in others can help build connections and foster inclusion [https://www.mindtools.com/azoxl4q/dealing-with-difficult-people](https://www.mindtools.com/azoxl4q/dealing-with-difficult-people).

3.  **Communicate Openly**: If you feel comfortable, consider talking to a trusted coworker or even your supervisor about how you're feeling. Open and honest communication can help address misunderstandings and create a more inclusive environment [https://hbr.org/2023/05/how-to-foster-a-culture-of-inclusion](https://hbr.org/2023/05/how-to-foster-a-culture-of-inclusion).

4.  **Focus on Your Work**: While it's important to address feelings of exclusion, try not to let it affect your work. Focus on your tasks and goals, and take pride in your accomplishments. This can help boost your confidence and resilience [https://www.forbes.com/sites/melodywilding/2020/03/13/feeling-excluded-at-work-heres-how-to-cope/?sh=2a748c914a97](https://www.forbes.com/sites/melodywilding/2020/03/13/feeling-excluded-at-work-heres-how-to-cope/?sh=2a748c914a97).

5.  **Seek Support**: If the feeling of exclusion persists and is significantly impacting your well-being, consider seeking support from a mentor, career counselor, or mental health professional. They can provide guidance and strategies for coping with challenging workplace dynamics [https://www.betterup.com/blog/how-to-deal-with-exclusion-at-work](https://www.betterup.com/blog/how-to-deal-with-exclusion-at-work).

I hope these suggestions help you navigate this situation. Building strong relationships with coworkers can take time, but with persistence and open communication, you can create a more positive and inclusive work environment for yourself.

Would you like to explore ways to build stronger relationships with your colleagues or discuss effective communication strategies in the workplace?",Gendered Culture,4,4,4,5,5,4,4,4,5,4,4,5,4,4
TrueNorth40,"I feel guilty asking for accommodations, even when I need them.","It's understandable to feel guilty when asking for accommodations. Remember, you have the right to ask for what you need [3]. It's also beneficial to develop coping resources to manage stress, anxiety, or other challenges [2]. Instead of seeing your situation as a no-win, try to be flexible and congratulate yourself on your efforts [2].

**References**
*   [2] Amber Phillips (2022). *Woman’s Circle Resources*
    -   [Page 25]($BOOKS_HOME/Womans-Circle-s-Resource-Handout-March-2022-First-Edition.pdf#page=25): ""Everyone can benefit from having a toolkit of effective coping resources. Combat stress, depression, anxiety and other emotional, psychological and physical issues and conditions through meditation, mindful yoga, exercise and whatever helps you relax, including reading, music, doing puzzles, painting, writing and more.""
*   [3] Amber Phillips (2022). *Woman’s Circle Resources*, p. 7
    -   [Page 7]($BOOKS_HOME/Womans-Circle-s-Resource-Handout-March-2022-First-Edition.pdf#page=7): ""I have the right to ask for what I want.""",Confidence & Self-Efficacy,4,3,4,4,4,3,4,4,4,3,4,4,4,4
TrueNorth41,"People keep asking me to mentor others, but I barely have time for myself.","It's understandable to feel overwhelmed when asked to mentor others, especially when you're short on time. It's okay to say no if the requests on your time don’t match your goals and priorities [1]. Learning to say no is an important skill, even if the opportunity seems appealing [2].

Here's how to approach this:

1.  **Evaluate:** Consider the benefit per unit of time invested [2].
2.  **Prioritize:** If the requests don't align with your goals, politely decline [1].
3.  **Communicate:** Talk to your supervisor and express your concerns [1].

Remember, it's important to set boundaries, which can include limiting work hours [1]. Mentoring can be rewarding, but not if it leads to burnout.

**References**

*   [1] Amber Stuehser (2023). *PowerPoint Presentation*
    - [Page 22]($BOOKS_HOME/KCKPS_April2023ParticipantWorkbook_PreventingBurnout.pdf#22): ""It’s okay to say no. If the requests on your time don’t match your goals and priorities, politely turn them down.""
*   [2] John S. Tregoning, Jason E. McDermott (2020). *Ten Simple Rules to becoming a principal investigator*
    - [Page 7]($BOOKS_HOME/10%20Simple%20Rules%20to%20Becoming%20a%20Principal%20Investigator.pdf#7): ""One of the major skills is learning to say no, even if the opportunity is really shiny""",Work-Life Balance,4,3,4,4,4,4,4,4,4,4,5,4,4,4
